应用包名,com.duowan.live
应用名称,虎牙助手
应用PID,7376
机器内存大小(MB),2774.59MB
机器CPU型号,
Android系统版本,6.0
手机型号,MI 5
UID,10527
时间,栈顶Activity名称,应用占用内存PSS(MB),应用占用内存比(%),机器剩余内存(MB),应用占用CPU率(%),CPU总使用率(%),cpu0总使用率(%),cpu1总使用率(%),cpu2总使用率(%),cpu3总使用率(%),流量(KB),电量(%),电流(mA),温度(C),电压(V),帧率
2017-03-21 15:58:47,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.31,9.67,893.09,50.96,89.85,92.15,91.40,87.92,87.86,269670,88,N/A,42.5,4.047,-1.0
2017-03-21 15:58:53,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.53,9.68,885.93,49.65,89.69,92.19,90.28,88.04,88.27,270970,88,N/A,42.5,4.047,-1.0
2017-03-21 15:58:59,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.32,9.67,884.62,51.38,83.09,88.34,86.56,79.47,77.99,272179,88,N/A,42.5,4.047,-1.0
2017-03-21 15:59:05,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.52,9.68,884.46,50.47,84.69,88.95,87.44,81.66,80.76,273338,88,N/A,42.5,4.047,-1.0
2017-03-21 15:59:11,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.36,9.67,884.84,51.56,87.73,91.25,90.00,85.08,84.62,274563,88,N/A,42.5,4.047,-1.0
2017-03-21 15:59:17,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.51,9.68,875.25,51.16,83.30,88.09,86.93,79.61,78.43,275822,88,N/A,42.5,4.047,-1.0
2017-03-21 15:59:22,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.50,9.68,870.83,50.87,85.30,89.66,87.06,82.99,81.47,276965,88,N/A,42.5,4.047,-1.0
2017-03-21 15:59:28,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.58,9.68,870.31,51.34,86.60,90.48,89.17,83.39,83.33,278154,88,N/A,42.5,4.047,-1.0
2017-03-21 15:59:34,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.38,9.67,870.27,51.95,84.91,89.08,88.04,81.26,81.30,279333,87,N/A,42.5,4.035,-1.0
2017-03-21 15:59:40,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.59,9.68,869.11,51.13,82.82,88.46,86.23,78.62,77.82,280453,87,N/A,42.5,4.035,-1.0
2017-03-21 15:59:46,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.69,9.68,859.85,49.04,87.99,90.99,89.88,85.31,85.74,281538,87,N/A,42.5,4.035,-1.0
2017-03-21 15:59:52,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.75,9.69,858.77,50.90,84.35,88.96,87.22,80.74,80.45,282897,87,N/A,42.5,4.035,-1.0
2017-03-21 15:59:58,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.28,9.71,858.52,51.27,81.75,86.48,84.60,78.20,77.64,284066,87,N/A,42.5,4.035,-1.0
2017-03-21 16:00:03,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.02,9.70,858.21,51.34,83.87,87.70,85.71,81.87,80.18,285280,87,N/A,42.5,4.034,-1.0
2017-03-21 16:00:09,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.46,9.68,847.52,49.67,86.06,89.36,88.61,83.89,82.42,286447,87,N/A,42.5,4.034,-1.0
2017-03-21 16:00:15,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.99,9.66,847.93,52.22,83.26,87.22,85.82,79.86,80.27,287599,87,N/A,42.5,4.034,-1.0
2017-03-21 16:00:21,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.09,9.66,848.08,52.17,82.49,88.10,85.17,77.61,79.02,288731,87,N/A,42.5,4.034,-1.0
2017-03-21 16:00:27,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.61,9.68,846.79,52.27,83.31,88.60,86.47,79.51,78.61,289925,87,N/A,42.5,4.034,-1.0
2017-03-21 16:00:32,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.73,9.69,838.73,52.98,85.52,89.46,88.31,82.44,81.93,291133,87,N/A,42.5,4.034,-1.0
2017-03-21 16:00:38,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.13,9.70,841.16,51.58,84.90,88.58,86.98,82.11,82.02,292283,87,N/A,42.5,4.034,-1.0
2017-03-21 16:00:44,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.66,9.68,841.43,51.27,86.06,88.81,88.01,83.25,84.21,293418,87,N/A,42.5,4.034,-1.0
2017-03-21 16:00:50,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.28,9.71,839.92,51.25,88.47,92.05,90.00,85.69,86.11,294552,87,N/A,42.5,4.034,-1.0
2017-03-21 16:00:57,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.52,9.71,876.75,50.50,92.61,94.32,93.44,91.55,91.08,295823,87,N/A,42.5,4.034,-1.0
2017-03-21 16:01:02,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.64,9.72,881.43,53.15,82.58,87.63,84.93,79.09,78.69,296981,86,N/A,42.5,4.021,-1.0
2017-03-21 16:01:08,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.62,9.68,882.02,51.91,83.11,87.74,86.62,79.08,78.91,298053,86,N/A,42.5,4.021,-1.0
2017-03-21 16:01:14,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.11,9.70,880.58,51.08,83.13,87.67,85.62,80.17,79.15,299126,86,N/A,42.5,4.021,-1.0
2017-03-21 16:01:20,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.10,9.70,873.48,52.20,84.29,89.50,87.10,80.28,80.31,300338,86,N/A,42.5,4.026,-1.0
2017-03-21 16:01:26,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.51,9.71,876.25,50.23,86.56,89.73,87.59,84.27,84.63,301446,86,N/A,42.5,4.026,-1.0
2017-03-21 16:01:32,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.66,9.72,875.30,50.71,87.90,90.99,89.74,86.11,84.76,302543,86,N/A,42.5,4.026,-1.0
2017-03-21 16:01:38,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.89,9.73,875.14,51.26,89.37,92.24,91.18,87.13,86.87,303636,86,N/A,42.5,4.026,-1.0
2017-03-21 16:01:44,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.13,9.74,874.32,52.33,91.11,93.34,91.83,89.73,89.53,304809,86,N/A,42.5,4.026,-1.0
2017-03-21 16:01:50,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.88,9.73,864.74,49.22,91.77,93.96,92.18,90.68,90.24,305864,86,N/A,42.5,4.026,-1.0
2017-03-21 16:01:56,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.69,9.72,864.20,49.87,91.41,93.46,92.58,90.12,89.50,306996,86,N/A,42.5,4.026,-1.0
2017-03-21 16:02:02,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.66,9.72,863.99,50.58,88.01,91.30,89.85,85.66,85.15,308116,86,N/A,42.5,4.026,-1.0
2017-03-21 16:02:07,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.71,9.72,863.36,51.45,82.30,87.70,84.94,77.31,78.97,309256,86,N/A,42.5,4.026,-1.0
2017-03-21 16:02:13,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.20,9.74,852.56,50.82,84.84,89.37,87.24,81.60,81.25,310425,86,N/A,42.5,4.026,-1.0
2017-03-21 16:02:19,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.14,9.74,855.21,50.42,82.35,86.93,84.96,79.43,77.98,311541,86,N/A,42.5,4.0,-1.0
2017-03-21 16:02:25,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.63,9.75,854.44,51.43,85.19,89.29,87.46,82.62,81.49,312683,86,N/A,42.5,4.0,-1.0
2017-03-21 16:02:30,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.74,9.72,855.08,50.44,83.53,88.67,87.30,79.48,78.69,313817,85,N/A,42.5,4.0,-1.0
2017-03-21 16:02:36,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.56,9.72,887.81,49.07,85.16,88.77,87.37,82.45,82.06,314947,85,N/A,42.5,4.0,-1.0
2017-03-21 16:02:42,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.10,9.73,892.00,50.22,83.99,88.03,86.47,81.21,80.32,316066,85,N/A,42.5,4.0,-1.0
2017-03-21 16:02:48,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.79,9.72,890.88,49.07,85.53,89.83,88.08,82.23,81.94,317205,85,N/A,42.5,4.0,-1.0
2017-03-21 16:02:54,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.22,9.74,890.35,49.65,87.68,90.86,89.49,85.09,85.19,318371,85,N/A,42.5,4.0,-1.0
2017-03-21 16:03:00,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.02,9.73,882.97,48.43,89.61,92.13,91.99,87.56,86.74,319534,85,N/A,42.5,4.0,-1.0
2017-03-21 16:03:06,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.13,9.74,882.82,52.17,83.86,88.81,87.01,80.55,79.04,320705,85,N/A,42.5,4.0,-1.0
2017-03-21 16:03:12,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.40,9.75,882.41,53.40,84.30,89.23,87.48,80.90,79.75,321881,85,N/A,42.5,4.0,-1.0
2017-03-21 16:03:17,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.37,9.74,881.03,51.02,82.15,87.11,85.31,78.66,77.54,323047,85,N/A,42.5,4.0,-1.0
2017-03-21 16:03:23,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.18,9.74,881.58,51.87,82.80,88.37,85.21,78.90,78.71,324237,85,N/A,42.5,4.0,-1.0
2017-03-21 16:03:29,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.55,9.75,870.98,51.63,86.91,90.49,88.81,83.63,84.67,325343,85,N/A,42.5,4.012,-1.0
2017-03-21 16:03:35,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.92,9.76,869.47,51.94,88.04,90.94,90.70,85.89,84.62,326435,85,N/A,42.5,4.012,-1.0
2017-03-21 16:03:41,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.67,9.76,869.51,51.08,89.67,91.88,91.05,88.10,87.65,327608,85,N/A,42.5,4.012,-1.0
2017-03-21 16:03:47,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.90,9.76,868.79,50.82,90.11,92.65,91.30,88.03,88.40,328657,85,N/A,42.5,4.012,-1.0
2017-03-21 16:03:53,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.49,9.78,857.47,51.33,86.30,90.65,87.89,83.67,82.99,329807,85,N/A,42.5,4.012,-1.0
2017-03-21 16:03:59,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.31,9.78,857.90,52.04,84.45,88.66,87.59,81.82,79.93,330911,85,N/A,42.5,4.012,-1.0
2017-03-21 16:04:05,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.71,9.79,857.00,50.91,85.92,89.65,87.80,83.25,83.13,332085,85,N/A,42.5,4.012,-1.0
2017-03-21 16:04:11,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.22,9.78,855.80,49.70,86.88,90.88,88.34,83.74,84.46,333175,85,N/A,42.5,4.012,-1.0
2017-03-21 16:04:16,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.49,9.78,846.59,53.31,85.03,88.65,87.63,82.87,81.07,334342,85,N/A,42.5,4.012,-1.0
2017-03-21 16:04:22,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.71,9.79,853.42,52.42,85.73,89.48,87.97,82.59,82.91,335585,85,N/A,42.5,4.012,-1.0
2017-03-21 16:04:28,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.88,9.80,855.79,51.91,86.32,90.12,88.56,82.90,83.45,336684,85,N/A,42.5,4.012,-1.0
2017-03-21 16:04:34,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.79,9.80,855.07,53.79,83.24,87.90,86.95,79.93,78.08,337919,84,N/A,42.5,4.001,-1.0
2017-03-21 16:04:40,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.64,9.79,844.81,52.18,87.29,89.98,88.89,85.15,85.11,339147,84,N/A,42.5,4.001,-1.0
2017-03-21 16:04:45,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.71,9.79,844.34,52.50,88.30,91.62,90.38,86.48,84.66,340304,84,N/A,42.5,4.001,-1.0
2017-03-21 16:04:51,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.04,9.80,842.20,51.93,88.72,91.47,90.45,86.49,86.51,341501,84,N/A,42.5,4.001,-1.0
2017-03-21 16:04:57,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.81,9.80,842.16,53.11,83.29,88.11,86.69,78.36,79.90,342597,84,N/A,42.5,4.001,-1.0
2017-03-21 16:05:03,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.25,9.81,872.02,51.31,85.44,89.27,87.63,82.47,82.46,343789,84,N/A,42.2,3.995,-1.0
2017-03-21 16:05:09,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.37,9.82,881.93,50.36,85.34,89.41,87.82,82.08,82.11,344922,84,N/A,42.2,3.995,-1.0
2017-03-21 16:05:15,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.45,9.82,880.48,51.18,82.07,86.73,85.25,78.35,78.01,346078,84,N/A,42.2,3.995,-1.0
2017-03-21 16:05:21,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.25,9.81,879.77,50.11,82.22,87.43,85.13,78.35,77.90,347155,84,N/A,42.2,3.995,-1.0
2017-03-21 16:05:26,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.61,9.83,880.23,51.07,85.83,90.59,88.21,82.34,82.20,348235,84,N/A,42.2,3.995,-1.0
2017-03-21 16:05:33,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.70,9.79,876.20,50.19,91.99,94.02,92.95,90.89,90.12,349481,84,N/A,42.2,3.995,-1.0
2017-03-21 16:05:39,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.37,9.67,873.65,47.55,93.62,95.21,94.85,92.63,91.81,350547,83,N/A,42.0,3.995,-1.0
2017-03-21 16:05:45,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.29,9.67,865.94,49.96,96.91,97.36,96.55,96.85,96.86,351688,83,N/A,42.0,3.995,-1.0
2017-03-21 16:05:51,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.96,9.62,868.63,49.21,93.51,95.15,93.77,92.57,92.54,352824,83,N/A,42.0,3.995,-1.0
2017-03-21 16:05:57,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.31,9.63,857.61,50.92,86.96,90.51,89.13,83.97,84.18,353940,83,N/A,42.0,3.995,-1.0
2017-03-21 16:06:03,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.15,9.63,858.68,52.20,83.83,88.53,86.28,79.82,80.74,355107,83,N/A,42.0,3.995,-1.0
2017-03-21 16:06:08,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.23,9.63,857.45,52.70,83.53,88.05,86.04,80.14,79.72,356246,83,N/A,42.0,3.995,-1.0
2017-03-21 16:06:14,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.50,9.64,855.93,51.48,84.98,89.55,87.02,82.13,81.21,357338,83,N/A,42.0,3.995,-1.0
2017-03-21 16:06:20,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.33,9.67,847.91,51.13,85.17,89.61,87.30,82.17,81.61,358475,83,N/A,42.0,3.995,-1.0
2017-03-21 16:06:26,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.03,9.66,846.79,53.05,84.25,88.89,86.15,80.14,81.83,359563,83,N/A,42.0,3.995,-1.0
2017-03-21 16:06:32,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.60,9.68,846.21,52.71,86.52,90.24,88.28,83.82,83.73,360785,83,N/A,42.0,3.995,-1.0
2017-03-21 16:06:38,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.72,9.69,846.07,51.47,87.96,91.06,90.07,85.08,85.62,361891,83,N/A,42.0,3.986,-1.0
2017-03-21 16:06:44,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.57,9.68,839.36,51.51,90.07,93.24,90.64,88.25,88.10,363058,83,N/A,42.0,3.986,-1.0
2017-03-21 16:06:50,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.63,9.68,838.30,52.50,84.69,89.30,87.89,80.63,80.95,364197,83,N/A,42.0,3.986,-1.0
2017-03-21 16:06:55,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.00,9.70,838.69,53.63,83.93,88.28,86.56,80.87,80.17,365300,83,N/A,42.0,3.986,-1.0
2017-03-21 16:07:01,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.16,9.70,838.78,53.51,84.40,88.35,86.64,81.41,81.18,366374,83,N/A,42.0,3.986,-1.0
2017-03-21 16:07:07,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.36,9.71,875.13,52.13,86.10,89.43,87.39,84.24,83.48,367547,83,N/A,42.0,3.986,-1.0
2017-03-21 16:07:13,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.77,9.72,877.45,53.19,85.93,89.80,88.16,83.78,81.90,368715,83,N/A,42.0,3.986,-1.0
2017-03-21 16:07:19,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.51,9.71,877.29,52.67,84.14,88.77,86.40,80.41,81.10,369846,83,N/A,42.0,3.986,-1.0
2017-03-21 16:07:25,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.67,9.72,875.84,53.72,85.35,89.51,88.30,81.75,81.77,370945,82,N/A,42.0,3.973,-1.0
2017-03-21 16:07:31,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.98,9.73,876.93,50.51,83.11,87.65,85.62,79.63,79.60,372102,82,N/A,42.0,3.973,-1.0
2017-03-21 16:07:37,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},264.12,9.52,890.50,50.69,88.89,91.91,89.58,87.67,86.49,373207,82,N/A,42.0,3.973,-1.0
2017-03-21 16:07:42,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.07,9.84,895.56,13.57,37.26,43.74,38.13,35.66,31.61,373555,82,N/A,42.0,3.973,-1.0
注释:已知部分不支持的机型可在此查阅:https://github.com/NetEase/Emmagee/wiki/Some-devices-are-not-supported
电流: 小于0是放电大于0是充电
启动时间: 为空是应用已启动或者未搜集到启动时间
N/A: 不支持或者数据异常
